recipe_id,name,name_ar,category,cuisine,difficulty,dietary_goal,meal_occasion,prep_time_min,cook_time_min,minutes,n_steps,n_ingredients,servings,calories,protein_g,carbohydrates_g,fat_g,saturated_fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_c_mg,calcium_mg,iron_mg,is_vegan,is_vegetarian,allergens,health_score,protein_density,glycemic_index_level,calorie_category,macro_balance_label,bmi_suitability,budget_level,avg_rating,review_count
100909,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,25.0,39.0,0,10,9,1,428,23.1,45.5,11.4,4.6,7.1,8.6,598.0,62.0,94.8,51.0,3.3,0,0,Dairy,56.9,5.4,High,Moderate,Mixed,Normal,Medium,4.5,4.0
100910,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,22.0,17.0,39,8,9,2,393,35.0,39.6,14.6,5.7,4.4,4.6,661.0,84.0,17.7,60.0,,0,0,None,49.8,8.91,High,Low,Balanced Macro,Normal,Medium,,3.0
100911,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,8.0,17.0,25,6,9,1,386,36.4,26.1,16.7,4.2,1.0,11.4,498.0,102.0,5.2,46.0,,0,0,Nuts|Soy|Seafood,41.5,9.43,Medium,Low,High Protein,Normal,Medium,2.5,2.0
100912,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,23.0,22.0,45,11,11,2,357,31.0,30.5,19.4,6.2,2.9,6.0,615.0,86.0,15.7,89.0,4.0,0,0,Dairy,46.2,8.68,Medium,Low,Balanced Macro,Normal,Medium,4.33,3.0
100913,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,10.0,6.0,16,4,9,6,314,10.4,13.6,20.0,7.2,3.8,4.1,369.0,15.0,23.3,132.0,1.7,1,1,Nuts,47.2,3.31,Low,Low,Mixed,Overweight,Medium,4.67,3.0
100914,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,17.0,0.0,17,4,7,6,119,3.6,16.6,4.7,1.5,2.0,7.3,42.0,0.0,1.2,33.0,0.9,0,1,Dairy|Gluten|Nuts,50.1,3.03,Low,Very Low,High Carb,Normal,Low,4.33,6.0
100915,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,11.0,0.0,11,5,7,2,91,5.3,11.2,3.9,1.0,1.3,6.3,44.0,0.0,,20.0,,0,1,Dairy|Gluten|Nuts,51.2,,Low,Very Low,Mixed,Normal,Low,4.2,5.0
100916,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,2.0,0.0,2,4,3,4,231,6.1,29.6,9.4,3.4,3.6,16.8,105.0,0.0,7.2,21.0,0.6,0,1,Dairy|Nuts,45.2,2.64,Medium,Low,High Carb,Normal,Low,4.25,4.0
100917,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,2.0,0.0,2,2,6,2,5,9.5,35.4,25.9,8.8,4.2,19.1,73.0,0.0,2.4,61.0,2.9,1,1,Nuts,38.5,2.49,Medium,Low,Mixed,Normal,Low,4.67,3.0
100918,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,3.0,0.0,3,2,6,2,254,26.5,38.7,3.9,1.7,,18.0,148.0,10.0,74.3,185.0,1.4,0,1,Dairy,56.7,10.43,High,Low,Mixed,Normal,Low,4.25,4.0
100919,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,4.0,0.0,4,2,7,1,153,4.9,34.9,2.9,,5.2,21.7,102.0,0.0,121.2,71.0,2.6,0,1,None,56.5,3.2,Medium,Very Low,High Carb,Overweight,Low,4.0,7.0
100920,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,3.0,0.0,3,4,7,4,401,14.2,51.3,12.7,5.0,5.0,24.8,173.0,9.0,12.9,193.0,1.5,0,1,Dairy|Gluten|Nuts,46.5,3.54,High,Moderate,High Carb,Normal,Low,,2.0
100921,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,5.0,0.0,5,2,7,2,270,8.0,46.3,4.2,1.1,4.6,26.5,137.0,5.0,,189.0,0.7,0,1,Dairy|Nuts,54.9,,High,Low,High Carb,Normal,Low,4.5,4.0
100922,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,3.0,0.0,3,2,6,1,198,8.4,39.2,2.7,1.1,6.1,29.3,91.0,4.0,36.5,172.0,1.0,0,1,Dairy|Nuts,57.6,4.24,Medium,Very Low,High Carb,Normal,Low,4.8,5.0
100923,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,6.0,0.0,6,2,2,6,104,2.2,30.6,0.5,0.2,3.3,17.3,2.0,0.0,12.9,5.0,0.3,1,1,None,50.2,2.12,Medium,Very Low,High Carb,Normal,Low,3.0,2.0
100924,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,12.0,0.0,12,2,5,2,268,10.9,35.3,11.0,4.3,13.3,14.0,157.0,5.0,3.2,286.0,2.2,0,1,Dairy|Nuts,56.3,4.07,Medium,Low,High Carb,Normal,Low,,6.0
100925,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,6.0,28.0,34,4,6,1,203,1.0,41.7,2.0,0.7,5.2,33.4,7.0,0.0,8.6,21.0,0.5,0,1,Dairy|Gluten,50.8,0.49,High,Low,High Carb,Normal,Low,3.0,
100926,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,24.0,17.0,41,12,11,1,532,16.8,65.1,16.1,5.4,10.2,4.5,632.0,0.0,12.5,133.0,6.8,1,1,Gluten,55.9,3.16,High,Moderate,High Carb,Normal,Medium,4.29,7.0
100927,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,15.0,0.0,15,4,9,2,180,4.9,28.3,6.8,2.2,6.8,4.5,426.0,0.0,33.3,,2.9,1,1,Gluten,60.5,2.72,Medium,Very Low,High Carb,Normal,Medium,4.0,2.0
100928,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,4.0,18.0,22,7,11,2,287,16.9,19.0,15.4,4.4,3.3,9.5,561.0,355.0,27.6,83.0,3.2,0,1,Eggs,47.8,5.89,Medium,Low,Balanced Macro,Normal,Medium,,4.0
100929,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,16.0,31.0,47,9,9,6,435,41.4,51.2,9.2,4.1,,1.8,521.0,81.0,8.6,44.0,2.1,0,0,None,52.0,9.52,High,Moderate,High Protein,Normal,Medium,,1.0
100930,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,11.0,0.0,11,6,6,2,397,14.3,53.9,8.3,3.7,7.3,17.3,167.0,7.0,9.4,221.0,2.2,0,1,Dairy|Gluten,54.8,3.6,High,Low,High Carb,Normal,Low,5.0,1.0
100931,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,9.0,16.0,25,7,7,2,352,41.6,3.7,13.6,3.5,0.4,1.2,385.0,101.0,11.4,26.0,1.8,0,0,None,49.3,11.82,Low,Low,High Protein,Overweight,Low,4.33,3.0
100932,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,5.0,7.0,12,6,7,4,173,21.9,4.2,6.5,,1.0,1.8,275.0,11.0,,61.0,1.7,0,1,Eggs,53.9,12.66,Low,Very Low,High Protein,Normal,Low,3.75,4.0
100933,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,7.0,0.0,7,3,7,4,215,28.5,8.0,7.6,,2.5,4.0,486.0,45.0,29.4,45.0,1.9,0,0,Seafood,56.1,13.26,Low,Low,High Protein,Overweight,Low,4.17,6.0
100934,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,5.0,8.0,13,8,7,4,290,29.4,26.0,8.5,2.6,2.4,5.7,263.0,169.0,1.9,192.0,2.3,0,1,Dairy|Eggs|Gluten,53.7,10.14,Medium,Low,High Protein,Underweight,Low,4.33,3.0
100935,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,6.0,0.0,6,4,6,6,275,23.4,34.6,7.2,2.4,3.2,20.4,86.0,17.0,13.3,328.0,1.5,0,1,Dairy,51.6,8.51,Medium,Low,Mixed,Normal,Low,4.5,4.0
100936,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,Easy,Balanced,Dinner,19.0,18.0,37,7,9,2,349,38.2,29.0,10.8,3.4,4.3,7.3,603.0,91.0,,67.0,2.5,0,0,Nuts|Soy,55.6,10.95,Medium,Low,High Protein,Normal,Medium,4.0,2.0
100937,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,9.0,24.0,33,7,9,4,403,43.8,13.4,23.7,6.0,3.9,5.8,414.0,99.0,34.6,52.0,2.7,0,0,Seafood,52.5,10.87,Low,Moderate,High Protein,Normal,Medium,4.5,2.0
100938,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Lunch,9.0,9.0,18,8,8,4,261,28.0,8.5,10.4,3.9,2.0,2.9,501.0,65.0,12.4,,2.3,0,0,Dairy|Nuts|Soy,49.8,10.73,Low,Low,High Protein,Overweight,Low,4.67,
100939,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,7.0,9,6,6,2,350,17.0,9.8,21.9,8.4,,0.8,324.0,336.0,8.5,47.0,,0,1,Eggs,53.5,4.86,Low,Low,Mixed,Overweight,Low,4.5,2.0
100940,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Dinner,12.0,10.0,22,7,9,4,257,29.0,17.3,9.8,3.5,3.2,4.2,687.0,191.0,,,3.7,0,0,Nuts|Soy|Seafood,52.4,11.28,Low,Low,High Protein,Normal,Medium,4.25,4.0
100941,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,14.0,23.0,37,9,9,2,379,18.8,56.1,13.1,5.1,9.3,8.0,369.0,0.0,58.1,130.0,4.4,1,1,None,60.6,4.96,High,Low,High Carb,Normal,Medium,3.33,
100942,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,12.0,25.0,37,10,11,1,313,18.4,43.0,3.8,1.0,13.7,5.4,637.0,0.0,15.0,91.0,5.4,1,1,None,62.5,5.88,Medium,Low,High Carb,Normal,Medium,,2.0
100943,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,6.0,8.0,14,4,8,2,244,17.9,6.0,15.6,6.9,1.8,3.6,410.0,371.0,17.2,79.0,2.3,0,1,Eggs,44.7,,Low,Low,High Protein,Normal,Low,5.0,
100944,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,12.0,0.0,12,6,9,2,235,9.1,22.3,10.9,3.2,6.5,3.6,309.0,0.0,23.2,97.0,2.8,1,1,None,59.9,3.87,Medium,Low,Mixed,Normal,Medium,4.0,2.0
100945,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,11.0,21.0,32,8,10,1,366,19.7,46.4,5.6,1.8,15.2,3.2,370.0,0.0,31.6,109.0,7.5,0,1,Dairy|Nuts,67.7,5.38,Medium,Low,High Carb,Normal,Medium,3.71,7.0
100946,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,4.0,0.0,4,2,7,2,212,12.8,6.1,17.6,5.4,,4.2,426.0,,16.4,242.0,0.9,1,1,None,43.9,6.04,Low,Low,Mixed,Normal,Low,,7.0
100947,Overnight Oats,شوفان بالليل,Breakfast,International,medium ,Sustained Energy,Breakfast,4.0,0.0,4,6,8,6,324,14.5,54.9,9.1,3.3,6.9,15.3,153.0,5.0,8.0,,2.9,0,1,Dairy|Gluten|Nuts,56.5,4.48,High,Low,High Carb,Normal,Low,0.1,4.0
100948,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,4.0,4.0,8,4,8,2,398,15.6,28.9,21.0,6.6,7.9,1.9,389.0,,10.0,65.0,3.2,0,1,Eggs|Gluten,55.5,3.92,Medium,Low,Mixed,Normal,Low,4.6,5.0
100949,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Lunch,10.0,9.0,19,8,10,1,325,17.4,51.4,10.4,4.0,14.5,3.5,558.0,0.0,,108.0,5.7,1,1,None,59.7,5.35,High,Low,High Carb,Normal,Medium,4.0,4.0
100950,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,10.0,40.0,50,14,10,1,498,14.4,62.5,14.6,5.0,2.5,3.7,657.0,20.0,3.9,69.0,,0,1,Dairy,43.3,2.89,High,Moderate,High Carb,Normal,Medium,3.75,4.0
100951,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,16.0,39.0,55,11,11,2,234,27.9,21.9,6.4,2.1,4.2,5.5,552.0,80.0,,55.0,,0,0,None,57.8,11.92,Medium,Low,High Protein,Normal,Medium,4.0,5.0
100952,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,12.0,22.0,34,8,9,4,204,5.2,30.2,7.3,3.1,3.7,11.8,421.0,0.0,24.5,53.0,1.7,0,1,Dairy,47.7,2.55,Medium,Low,High Carb,Normal,Medium,4.25,4.0
100953,Minestrone Soup,شوربة مينستروني,Soup,Italian,Easy,High Fiber / Balanced,Lunch,17.0,21.0,38,11,10,6,289,11.7,46.1,7.1,2.6,8.8,7.0,577.0,5.0,26.7,,3.4,1,1,Gluten,59.0,4.05,High,Low,High Carb,Normal,Medium,4.33,6.0
100954,Beef Stir Fry,لحم مقلي,Main Course,Asian,Easy,Muscle Gain,Dinner,11.0,18.0,1440,10,10,2,473,38.8,23.9,19.1,6.2,3.3,4.7,825.0,85.0,13.3,41.0,4.1,0,0,Nuts|Soy,44.6,8.2,Medium,Moderate,High Protein,Underweight,Medium,3.5,4.0
100955,Lean Beef Rice Bowl,بول أرز باللحمة,Main Course,Asian Fusion,Easy,Muscle Gain / Bulking,Dinner,8.0,22.0,30,9,10,2,500,36.8,63.4,11.9,3.2,3.0,5.3,752.0,77.0,9.9,43.0,,0,0,Nuts|Soy,48.0,7.36,High,Moderate,Mixed,Underweight,Medium,4.0,
100956,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,,24.0,39,10,8,2,336,33.1,17.7,13.3,4.0,1.7,2.8,450.0,93.0,7.8,56.0,2.4,0,0,Eggs|Gluten,49.0,9.85,Medium,Low,High Protein,Normal,Low,4.17,6.0
100957,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,13.0,26.0,39,11,9,2,515,36.5,53.3,9.1,2.8,7.5,7.3,620.0,74.0,17.8,,4.5,0,0,Gluten,59.4,7.09,High,Moderate,Mixed,Normal,Medium,3.55,11.0
100958,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,26.0,39.0,65,10,50,1,340,21.8,40.6,11.8,4.0,6.3,7.9,588.0,58.0,95.0,69.0,3.2,0,0,Dairy,57.3,6.41,Medium,Low,Mixed,Normal,Medium,4.4,5.0
100959,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,16.0,16.0,32,8,9,4,476,35.1,41.8,12.7,3.9,4.7,4.6,583.0,80.0,16.7,52.0,2.6,0,0,None,52.6,7.37,High,Moderate,Balanced Macro,Normal,Medium,4.2,15.0
100960,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,12.0,18.0,30,6,9,4,431,35.1,21.9,16.7,6.5,0.9,9.9,498.0,100.0,4.7,39.0,1.4,0,0,Nuts|Soy|Seafood,37.8,8.14,Medium,Moderate,High Protein,Normal,Medium,,15.0
100961,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,medium ,Balanced,Dinner,24.0,38.0,62,11,11,1,381,32.5,28.7,19.2,6.3,3.6,6.1,568.0,,13.8,74.0,3.3,0,0,Dairy,47.1,8.53,Medium,Low,High Protein,Normal,Medium,4.67,3.0
100962,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,9.0,6.0,15,5,9,2,244,10.9,14.1,20.0,5.1,3.5,5.8,345.0,15.0,17.5,,2.1,1,1,Nuts,49.2,4.47,Low,Low,Mixed,Overweight,Medium,4.5,2.0
100963,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,15.0,0.0,15,4,7,2,126,4.2,15.7,5.2,2.3,2.1,8.5,43.0,0.0,1.0,28.0,1.1,0,1,Dairy|Gluten|Nuts,48.7,3.33,Low,Very Low,High Carb,Normal,Low,4.2,15.0
100964,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,12.0,0.0,12,3,7,2,106,5.2,12.4,4.4,1.2,1.5,5.5,40.0,0.0,3.3,19.0,0.7,0,1,Dairy|Gluten|Nuts,51.4,4.91,Low,Very Low,Mixed,Normal,Low,4.4,5.0
100965,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,2.0,0.0,720,2,3,1,215,5.8,27.7,9.7,2.8,,21.0,108.0,0.0,7.5,20.0,0.4,0,1,Dairy|Nuts,46.4,2.7,Medium,Low,High Carb,Normal,Low,3.33,
100966,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,3.0,0.0,3,3,6,2,2500,9.4,36.1,23.8,9.5,4.1,21.5,84.0,0.0,1.9,66.0,2.3,1,1,Nuts,36.5,2.69,Medium,Low,Mixed,Normal,Low,3.83,
100967,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,3.0,0.0,3,1,6,1,271,25.3,34.6,4.4,1.4,3.5,19.6,133.0,11.0,100.3,,1.1,0,1,Dairy,55.8,9.34,Medium,Low,Mixed,Normal,Low,2.75,4.0
100968,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,4.0,0.0,4,1,7,6,204,5.3,40.4,3.2,1.2,7.0,16.1,99.0,0.0,138.2,78.0,2.7,0,1,None,61.6,2.6,Medium,Low,High Carb,Overweight,Low,4.29,7.0
100969,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,3.0,0.0,3,3,7,6,406,15.3,55.4,11.9,3.3,5.3,27.9,198.0,10.0,,202.0,1.7,0,1,Dairy|Gluten|Nuts,49.6,3.77,High,Moderate,High Carb,Normal,Low,4.5,2.0
100970,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,EASY,Anti-Inflammatory,Anytime,5.0,0.0,5,3,7,2,249,7.7,47.3,3.7,1.1,3.4,33.3,131.0,6.0,65.4,179.0,0.7,0,1,Dairy|Nuts,52.5,3.09,High,Low,High Carb,Normal,Low,4.5,6.0
100971,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,3.0,0.0,3,3,6,1,217,8.4,38.4,2.8,1.2,5.1,23.4,78.0,5.0,46.7,155.0,1.1,0,1,Dairy|Nuts,56.3,3.87,Medium,Low,High Carb,Normal,Low,4.67,3.0
100972,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,4.0,0.0,4,3,2,2,118,1.8,29.8,0.5,0.1,2.4,16.8,2.0,,13.9,6.0,0.3,1,1,None,48.6,1.53,Medium,Very Low,High Carb,Normal,Low,3.75,4.0
100973,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,12.0,0.0,12,3,5,2,314,10.9,35.7,11.4,4.8,14.3,14.0,120.0,,4.5,257.0,2.6,0,1,Dairy|Nuts,55.7,3.47,Medium,Low,High Carb,Normal,Low,4.33,3.0
100974,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,5.0,31.0,36,7,6,4,202,1.0,37.8,2.0,0.6,4.4,38.1,8.0,0.0,,19.0,0.4,0,1,Dairy|Gluten,49.2,0.5,Medium,Low,High Carb,Normal,Low,4.5,6.0
100975,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,22.0,15.0,37,12,11,2,496,17.6,62.1,15.5,4.6,12.5,4.6,617.0,0.0,,124.0,,1,1,Gluten,57.3,3.55,High,Moderate,High Carb,Normal,Medium,5.0,4.0
100976,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,11.0,0.0,11,4,9,2,1800,5.0,27.0,6.5,1.8,7.0,4.1,325.0,0.0,42.5,61.0,3.4,1,1,Gluten,64.0,2.82,Medium,Very Low,High Carb,Normal,Medium,4.0,7.0
100977,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,4.0,22.0,26,7,11,2,248,15.4,19.3,17.4,7.2,3.9,6.5,,368.0,32.6,72.0,3.4,0,1,Eggs,46.6,6.21,Medium,Low,Balanced Macro,Normal,Medium,2.0,1.0
100978,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,16.0,26.0,42,8,9,2,472,45.8,43.6,9.8,3.6,2.8,1.8,482.0,83.0,8.1,44.0,1.7,0,0,None,51.4,,High,Moderate,High Protein,Normal,Medium,4.75,4.0
100979,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,12.0,0.0,12,3,6,2,371,13.0,55.3,8.3,3.7,8.0,15.1,176.0,,11.5,,2.5,0,1,Dairy|Gluten,56.7,3.5,High,Low,High Carb,Normal,Low,3.43,7.0
100980,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,13.0,23.0,36,9,7,4,347,35.0,4.1,14.1,4.9,0.5,1.2,406.0,107.0,14.0,25.0,1.9,0,0,None,46.6,10.09,Low,Low,High Protein,Overweight,Low,3.0,4.0
100981,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,6.0,5.0,11,5,7,2,181,23.2,4.4,6.2,2.6,0.9,2.3,312.0,,6.8,54.0,1.7,0,1,Eggs,52.1,12.82,Low,Very Low,High Protein,Normal,Low,4.67,3.0
100982,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,12.0,,12,3,7,2,166,26.2,7.7,6.4,2.4,,4.7,525.0,44.0,24.5,44.0,1.9,0,0,Seafood,55.9,,Low,Very Low,High Protein,Overweight,Low,4.0,3.0
100983,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,4.0,10.0,14,6,7,4,327,30.2,28.8,8.0,2.5,2.2,6.6,240.0,165.0,,164.0,1.8,0,1,Dairy|Eggs|Gluten,52.3,9.24,Medium,Low,High Protein,Underweight,Low,4.0,
100984,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,6.0,0.0,6,3,6,4,281,20.2,36.6,6.4,2.2,3.9,18.2,106.0,14.0,16.7,324.0,1.3,0,1,Dairy,53.5,7.19,Medium,Low,Mixed,Normal,Low,4.2,
100985,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,Easy,Balanced,Dinner,12.0,18.0,0,8,9,4,342,34.7,27.6,11.4,4.9,3.7,7.7,781.0,83.0,49.4,60.0,2.6,0,0,Nuts|Soy,50.3,10.15,Medium,Low,High Protein,Normal,Medium,4.2,15.0
100986,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,8.0,22.0,30,8,9,2,379,39.6,13.3,22.2,6.5,4.7,4.2,434.0,85.0,42.8,55.0,2.7,0,0,Seafood,54.6,10.45,Low,Low,High Protein,Normal,Medium,,7.0
100987,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Dinner,11.0,9.0,20,8,8,1,237,26.5,8.6,11.1,3.1,1.9,3.5,525.0,60.0,16.5,37.0,2.2,0,0,Dairy|Nuts|Soy,50.9,11.18,Low,Low,High Protein,Overweight,Low,,3.0
100988,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,13.0,15,6,6,1,354,17.0,8.5,22.0,6.3,5.5,0.8,352.0,388.0,10.2,47.0,2.1,0,1,Eggs,52.6,4.8,Low,Low,Mixed,Overweight,Low,2.5,
100989,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Lunch,9.0,8.0,17,6,9,4,333,34.1,16.7,8.8,3.9,2.8,5.9,592.0,,18.5,90.0,3.6,0,0,Nuts|Soy|Seafood,50.6,10.24,Low,Low,High Protein,Normal,Medium,4.0,5.0
100990,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,12.0,24.0,36,10,9,6,398,18.4,56.9,14.4,4.5,6.8,6.8,319.0,0.0,57.6,117.0,5.2,1,1,None,61.3,4.62,High,Low,High Carb,Normal,Medium,4.5,4.0
100991,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,10.0,31.0,41,12,11,4,286,17.6,41.6,3.6,1.1,13.4,4.9,612.0,0.0,13.2,83.0,5.5,1,1,None,62.8,6.15,Medium,Low,High Carb,Normal,Medium,3.8,5.0
100992,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,6.0,5.0,11,4,8,1,237,17.2,6.0,17.4,7.2,1.7,2.9,389.0,351.0,22.3,81.0,2.3,0,1,Eggs,45.1,7.26,Low,Low,High Protein,Normal,Low,5.0,2.0
100993,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,9.0,0.0,9,4,9,1,199,8.4,23.5,11.0,4.4,5.2,2.6,306.0,0.0,25.3,83.0,3.2,1,1,None,56.5,4.22,Medium,Very Low,Mixed,Normal,Medium,4.0,7.0
